null,null,null,大好き,p,日本/大好き,null,
null,null,null,null,null,はい/大好き,null,
null,null,null,null,null,大好き/日本,null,
null,null,null,null,null,大好き/生まれる,null,
null,null,null,かわいそう,n,聞く/かわいそう,null,
null,null,null,null,null,ニュース/かわいそう,null,
九州が大変みたいですよ 大型の台風が来てね もういろんなものが飛んだり食べたりしてます あまり強いのがくると困りますね 嵐わ,九州/大変/大型/台風/来る/飛ぶ/食べる/する/強い/くる/困る/嵐,n,強い,p,する/強い,-0.3,
null,null,null,null,null,食べる/強い,-0.1,
null,null,null,null,null,強い/くる,-0.3,
null,null,null,null,null,強い/困る,-0.1,
null,null,null,困る,n,くる/困る,-0.3,
null,null,null,null,null,強い/困る,-0.1,
null,null,null,null,null,困る/嵐,-0.3,
そうですね。日野市は本当に坂が多いんですよね。あちこち坂ばっかりなので、電動自転車が必要です。どうしても坂、上らなきゃいけないし、上ったら下るんですけどね。ほんとに坂が多いんですよ。坂道ばっかりです。どうしたらいいかな。,そうですね/日野/市/坂/多い/あちこち/坂/電動/自転車/必要/坂/上る#ない#ない/上る/下る/坂/多い/坂道/する/いい,null,多,p,坂/多い,null,
null,null,null,null,null,市/多い,null,
null,null,null,null,null,多い/あちこち,null,
null,null,null,null,null,多い/坂,null,
null,null,null,要,p,自転車/必要,null,
null,null,null,null,null,電動/必要,null,
null,null,null,null,null,必要/坂,null,
null,null,null,null,null,必要/上る#ない#ない,null,
null,null,null,必要,p,自転車/必要,null,
null,null,null,null,null,電動/必要,null,
null,null,null,null,null,必要/坂,null,
null,null,null,null,null,必要/上る#ない#ない,null,
null,null,null,下る,n,上る/下る,null,
null,null,null,null,null,上る#ない#ない/下る,null,
null,null,null,null,null,下る/坂,null,
null,null,null,null,null,下る/多い,null,
null,null,null,多,p,坂/多い,null,
null,null,null,null,null,下る/多い,null,
null,null,null,null,null,多い/坂道,null,
null,null,null,null,null,多い/する,null,
長さの単位ではないんですよ,長い/さ/単位/ない,null,長,p,長い/さ,null,
null,null,null,null,null,長い/単位,null,
そうですね。結構いろいろスイミングやったり、努力してると思うんですけど。若いですね。私よりも4つぐらい若いけど、すごく素敵ですね。,そうですね/スイミング/やる/努力/する/思う/若い/私/4/若い/すごい/素敵,null,努力,p,やる/努力,null,
null,null,null,null,null,スイミング/努力,null,
null,null,null,null,null,努力/する,null,
null,null,null,null,null,努力/思う,null,
null,null,null,若い,p,思う/若い,null,
null,null,null,null,null,する/若い,null,
null,null,null,null,null,若い/私,null,
null,null,null,null,null,若い/4,null,
null,null,null,若い,p,4/若い,null,
null,null,null,null,null,私/若い,null,
null,null,null,null,null,若い/すごい,null,
null,null,null,null,null,若い/素敵,null,
null,null,null,素敵,p,すごい/素敵,null,
null,null,null,null,null,若い/素敵,null,
null,null,null,敵,n,すごい/素敵,null,
null,null,null,null,null,若い/素敵,null,
自己紹介は好きですよ．しないといけないのよねほんとは,自己/紹介/好き/する#ない#ない/ほんと,null,好き,p,紹介/好き,null,
null,null,null,null,null,自己/好き,null,
null,null,null,null,null,好き/する#ない#ない,null,
null,null,null,null,null,好き/ほんと,null,
null,null,null,ほんと,p,する#ない#ない/ほんと,null,
null,null,null,null,null,好き/ほんと,null,
なんだか、そんなことになりましたね。昔は覚えてたんだけど、だんだん目が覚めると忘れてしまいますね。たまには「続きも見たいな」なんていう楽しい夢も見たいですね。,なる/昔/覚える/目/覚める/忘れる/たま/続き/見る/なん/楽しい/夢/見る,null,覚え,p,昔/覚える,null,
null,null,null,null,null,なる/覚える,null,
null,null,null,null,null,覚える/目,null,
null,null,null,null,null,覚える/覚める,null,
null,null,null,覚める,p,目/覚める,null,
null,null,null,null,null,覚える/覚める,null,
null,null,null,null,null,覚める/忘れる,null,
null,null,null,null,null,覚める/たま,null,
null,null,null,覚める,n,目/覚める,null,
null,null,null,null,null,覚える/覚める,null,
null,null,null,null,null,覚める/忘れる,null,
null,null,null,null,null,覚める/たま,null,
null,null,null,楽しい,p,なん/楽しい,null,
null,null,null,null,null,見る/楽しい,null,
null,null,null,null,null,楽しい/夢,null,
null,null,null,null,null,楽しい/見る,null,
null,null,null,夢,p,楽しい/夢,null,
null,null,null,null,null,なん/夢,null,
null,null,null,null,null,夢/見る,null,
私も映画が好きです，ばいばい，さようなら,私/映画/好き/ばい/ばい/さようなら,null,好き,p,映画/好き,null,
null,null,null,null,null,私/好き,null,
null,null,null,null,null,好き/ばい,null,
null,null,null,null,null,好き/ばい,null,
孫たちが一生懸命やってます,孫/たち/一生懸命/やる,null,懸命,p,たち/一生懸命,null,
null,null,null,null,null,孫/一生懸命,null,
null,null,null,null,null,一生懸命/やる,null,
はい楽しいです 明日行きます 遊んできます でももうねサッカーばっかりなんだよついていけないです,はい/楽しい/明日/行く/遊ぶ/サッカー/なん/ついていける#ない,p,楽しい,p,はい/楽しい,0.3,
null,null,null,null,null,楽しい/明日,0.3,
null,null,null,null,null,楽しい/行く,0.1,
null,null,null,遊ぶ,n,行く/遊ぶ,0.3,
null,null,null,null,null,明日/遊ぶ,0.1,
null,null,null,null,null,遊ぶ/サッカー,0.3,
null,null,null,null,null,遊ぶ/なん,0.1,
丈夫でいいねー．もう4回ほど出たかなー．この言葉．ほかに話題はないの?,丈夫/4/出る/言葉/ほか/話題/ない/?,p,丈夫,p,丈夫/4,0.3,
null,null,null,null,null,丈夫/出る,0.1,
いや、不得意、いや、全然あげません,不得意/あげる#ん,n,得意,p,不得意/あげる#ん,-0.3,
そうですね。でも、みんな忙しい人が多いんですよ。暇で、歩きましょうって人が少なくて、困ります。,そうですね/みんな/忙しい/人/多い/暇/歩く/人/少ない/困る,null,忙しい,n,みんな/忙しい,null,
null,null,null,null,null,そうですね/忙しい,null,
null,null,null,null,null,忙しい/人,null,
null,null,null,null,null,忙しい/多い,null,
null,null,null,多,p,人/多い,null,
null,null,null,null,null,忙しい/多い,null,
null,null,null,null,null,多い/暇,null,
null,null,null,null,null,多い/歩く,null,
null,null,null,困る,n,少ない/困る,null,
null,null,null,null,null,人/困る,null,
今夜は魚でも焼こうかなーと思ってます,今夜/魚/焼く/思う,null,焼く,n,魚/焼く,null,
null,null,null,null,null,今夜/焼く,null,
null,null,null,null,null,焼く/思う,null,
ショートケーキが好きなんだ、私はモンブランが好き,ショートケーキ/好き/私/モンブラン/好き,p,好き,p,ショートケーキ/好き,0.3,
null,null,null,null,null,好き/私,0.3,
null,null,null,null,null,好き/モンブラン,0.1,
null,null,null,好き,p,モンブラン/好き,0.3,
null,null,null,null,null,私/好き,0.1,
薔薇が好きです．菊も好きです．,薔薇/好き/菊/好き,null,好き,p,薔薇/好き,null,
null,null,null,null,null,好き/菊,null,
null,null,null,null,null,好き/好き,null,
null,null,null,好き,p,菊/好き,null,
null,null,null,null,null,好き/好き,null,
私はヨーグルト食べますけど 毎朝 りんごは食べてないです ほかのもの食べています メロンとか グレープフルーツとか,私/ヨーグルト/食べる/毎朝/りんご/食べる#ない/ほか/食べる/メロン/グレープフルーツ,null,グル,n,私/ヨーグルト,null,
null,null,null,null,null,ヨーグルト/食べる,null,
null,null,null,null,null,ヨーグルト/毎朝,null,
晴雨兼用です。とっても便利ですね。暑かったら太陽遮り、雨が降ったらさして。,晴雨/兼用/便利/暑い/太陽/遮る/雨/降る,null,便利,p,兼用/便利,null,
null,null,null,null,null,晴雨/便利,null,
null,null,null,null,null,便利/暑い,null,
null,null,null,null,null,便利/太陽,null,
null,null,null,暑い,p,便利/暑い,null,
null,null,null,null,null,兼用/暑い,null,
null,null,null,null,null,暑い/太陽,null,
null,null,null,null,null,暑い/遮る,null,
null,null,null,降る,n,雨/降る,null,
null,null,null,null,null,遮る/降る,null,
そうですね まだ夜寝られますよね これからがちょっと嫌な時期がくるかなと思いますけど でも雨が多いですね,そうですね/夜/寝る/られる/嫌/時期/くる/思う/雨/多い,null,嫌,n,られる/嫌,null,
null,null,null,null,null,寝る/嫌,null,
null,null,null,null,null,嫌/時期,null,
null,null,null,null,null,嫌/くる,null,
null,null,null,時,p,嫌/時期,null,
null,null,null,null,null,られる/時期,null,
null,null,null,null,null,時期/くる,null,
null,null,null,null,null,時期/思う,null,
null,null,null,多,p,雨/多い,null,
null,null,null,null,null,思う/多い,null,
いいことだね．私も大丈夫だよ．,いい/私/大丈夫,null,大丈夫,p,私/大丈夫,null,
null,null,null,null,null,いい/大丈夫,null,
私は泳ぐのが上手です．,私/泳ぐ/上手,null,泳ぐ,p,私/泳ぐ,null,
null,null,null,null,null,泳ぐ/上手,null,
null,null,null,上手,p,泳ぐ/上手,null,
null,null,null,null,null,私/上手,null,
ここは、マンションなのでかえません、ペットが、残念ながら,ここ/マンション/かえる#ん/ペット/残念,n,残念,n,ペット/残念,-0.3,
null,null,null,null,null,かえる#ん/残念,-0.1,
サラダとか、みそ汁とか、酢の物とか入れるとおいしいですよね,サラダ/みそ/汁/酢の物/入れる/おいしい,p,入れる,p,酢の物/入れる,0.3,
null,null,null,null,null,汁/入れる,0.1,
null,null,null,null,null,入れる/おいしい,0.3,
うん鳥とエビとカニが嫌いです,うん/鳥/エビ/カニ/嫌い,null,嫌,n,カニ/嫌い,null,
null,null,null,null,null,エビ/嫌い,null,
null,null,null,嫌い,n,カニ/嫌い,null,
null,null,null,null,null,エビ/嫌い,null,
今日は暑いけど，どこか行きましょうか散歩に．,今日/暑い/どこ/行く/散歩,p,暑い,p,今日/暑い,0.3,
null,null,null,null,null,暑い/どこ,0.3,
null,null,null,null,null,暑い/行く,0.1,
Eメールの方が多いです,E/メール/多い,null,多,p,メール/多い,null,
null,null,null,null,null,E/多い,null,
えーと、11時過ぎ、11時頃です,11/過ぎ/11/頃,null,頃,p,11/頃,null,
null,null,null,null,null,過ぎ/頃,null,
立派な心がけだ．,立派/心がけ,null,立派,p,立派/心がけ,null,
どちらも好きです,どちら/好き,null,好き,p,どちら/好き,null,
こんにちは。お元気です。とってもいい……。,こんにちは/元気/とる,null,元気,p,こんにちは/元気,null,
null,null,null,null,null,元気/とる,null,
私は薔薇の花が好きです．菊もいいな．,私/薔薇/花/好き/菊/いい,null,花,p,薔薇/花,null,
null,null,null,null,null,私/花,null,
null,null,null,null,null,花/好き,null,
null,null,null,null,null,花/菊,null,
null,null,null,好き,p,花/好き,null,
null,null,null,null,null,薔薇/好き,null,
null,null,null,null,null,好き/菊,null,
null,null,null,null,null,好き/いい,null,
そうですか。ほんとそうですね。女の人も何にでも進出してますよね。器用でいいですね。ただ、高いとこ登ったり、大工さんは大変でしょうね。,ほんと/そうですね/女/人/何/進出/する/器用/高い/とこ/登る/大工/さん/大変,null,ほんと,p,ほんと/そうですね,null,
null,null,null,null,null,ほんと/女,null,
null,null,null,女,p,そうですね/女,null,
null,null,null,null,null,ほんと/女,null,
null,null,null,null,null,女/人,null,
null,null,null,null,null,女/何,null,
null,null,null,器用,p,する/器用,null,
null,null,null,null,null,進出/器用,null,
null,null,null,null,null,器用/高い,null,
null,null,null,null,null,器用/とこ,null,
null,null,null,高い,p,器用/高い,null,
null,null,null,null,null,する/高い,null,
null,null,null,null,null,高い/とこ,null,
null,null,null,null,null,高い/登る,null,
あまりないですねー．不器用なので．,ない/不器用,n,器用,p,ない/不器用,-0.3,
こんにちは。寒いです。今日はうちの次男の誕生日です。,こんにちは/寒い/今日/うち/次男/誕生/日,null,寒い,n,こんにちは/寒い,null,
null,null,null,null,null,寒い/今日,null,
null,null,null,null,null,寒い/うち,null,
null,null,null,男,p,うち/次男,null,
null,null,null,null,null,今日/次男,null,
null,null,null,null,null,次男/誕生,null,
null,null,null,null,null,次男/日,null,
クラシックはあまり聞かないでんすー，カラオケのが好きなんですー,クラシック/聞く#ない/ー/カラオケ/好き/ー,p,シック,p,クラシック/聞く#ない,0.3,
null,null,null,null,null,クラシック/ー,0.1,
null,null,null,好き,p,カラオケ/好き,0.3,
null,null,null,null,null,ー/好き,0.1,
null,null,null,null,null,好き/ー,0.3,
足がいたいので、雑巾がけはなかなかできませんので、ぱってできるような器具を買いました,足/いる/雑巾/がけ/できる#ん/ぱってできるような/器具/買う,p,雑,n,いる/雑巾,0.3,
null,null,null,null,null,足/雑巾,0.1,
null,null,null,null,null,雑巾/がけ,0.3,
null,null,null,null,null,雑巾/できる#ん,0.1,
null,null,null,買う,p,器具/買う,0.3,
null,null,null,null,null,ぱってできるような/買う,0.1,
お肉の方が好きですけどね でも体に良くないということなのでお魚も食べてます,肉/好き/体/良い#ない/魚/食べる,null,好き,p,肉/好き,null,
null,null,null,null,null,好き/体,null,
null,null,null,null,null,好き/良い#ない,null,
ゴミは好きではありません,ゴミ/好き/ある#ん,null,好き,p,ゴミ/好き,null,
null,null,null,null,null,好き/ある#ん,null,
違います　そんな難しい人間ではないんですよ,違う/難しい/人間/ない,null,違う,n,違う/難しい,null,
null,null,null,null,null,違う/人間,null,
null,null,null,難しい,n,違う/難しい,null,
null,null,null,null,null,難しい/人間,null,
null,null,null,間,p,難しい/人間,null,
null,null,null,null,null,違う/人間,null,
null,null,null,null,null,人間/ない,null,
そうですねー．作るときは大変でも食べるとき楽しいよねー．,作る/大変/食べる/楽しい,p,楽しい,p,食べる/楽しい,0.3,
null,null,null,null,null,大変/楽しい,0.1,
たまたまカラスですか 多摩大学どこにあるんでしょうね あんまり聞かないです 行ったことないですけど やっぱり散歩は 浅川か黒川公園ですねこの辺は 遠くのほうまでは行けないです,カラス/多摩大/学/どこ/ある/聞く#ない/行う/ない/散歩/浅川/黒川/公園/辺/遠く/行ける#ない,p,多,p,カラス/多摩大,0.3,
null,null,null,null,null,多摩大/学,0.3,
null,null,null,null,null,多摩大/どこ,0.1,
null,null,null,黒,n,浅川/黒川,0.3,
null,null,null,null,null,散歩/黒川,0.1,
null,null,null,null,null,黒川/公園,0.3,
null,null,null,null,null,黒川/辺,0.1,
特にないですけど柔軟剤はだけは必ず使ってますよ,ない/柔軟/剤/使う,p,柔軟,p,ない/柔軟,0.3,
null,null,null,null,null,柔軟/剤,0.3,
null,null,null,null,null,柔軟/使う,0.1,
体の調子が悪い時はちょっと横になります、それではさようなら,体/調子/悪い/横/なる/さようなら,null,悪,n,調子/悪い,null,
null,null,null,null,null,体/悪い,null,
null,null,null,null,null,悪い/横,null,
null,null,null,null,null,悪い/なる,null,
時々思います、どっか静かなとこに行きたいなと,思う/どっか/静か/とこ/行く,null,静か,p,どっか/静か,null,
null,null,null,null,null,思う/静か,null,
null,null,null,null,null,静か/とこ,null,
null,null,null,null,null,静か/行く,null,
私も大好きですよ．,私/大好き,p,好き,p,私/大好き,0.3,
null,null,null,大好き,p,私/大好き,0.3,
お利口さんです 散歩いいですねでもこれから暑くなると大変,利口/さん/散歩/いい/暑い/なる/大変,n,利口,p,利口/さん,-0.3,
null,null,null,null,null,利口/散歩,-0.1,
null,null,null,暑い,p,いい/暑い,-0.3,
null,null,null,null,null,散歩/暑い,-0.1,
null,null,null,null,null,暑い/なる,-0.3,
null,null,null,null,null,暑い/大変,-0.1,
映画は迫力があっていですねー．私も好きですー．私も観に行きたいです．,映画/迫力/ある/私/好き/ー/私/観/行く,null,好き,p,私/好き,null,
null,null,null,null,null,ある/好き,null,
null,null,null,null,null,好き/ー,null,
null,null,null,null,null,好き/私,null,
近所で流行ってるものですか、みなさんよく歌ってますね,近所/流行る/みなさん/歌う,null,流行る,p,近所/流行る,null,
null,null,null,null,null,流行る/みなさん,null,
null,null,null,null,null,流行る/歌う,null,
null,null,null,流行る,n,近所/流行る,null,
null,null,null,null,null,流行る/みなさん,null,
null,null,null,歌う,p,みなさん/歌う,null,
null,null,null,null,null,流行る/歌う,null,
はい．大事です．私もやります．,はい/大事/私/やる,null,大事,p,はい/大事,null,
null,null,null,null,null,大事/私,null,
null,null,null,null,null,大事/やる,null,
毛皮ですか知っていますけど夏は暑くるしくて見るのもいやです,毛皮/知る/夏/暑い/くるしい/見る/いや,null,暑い,p,夏/暑い,null,
null,null,null,null,null,知る/暑い,null,
null,null,null,null,null,暑い/くるしい,null,
null,null,null,null,null,暑い/見る,null,
正解です。やっぱり、清潔なものを着たほうがいいですもんね。冬でも毎日してます。スッキリして……。,正解/清潔/着る/いい/冬/毎日/する/する,null,正解,p,正解/清潔,null,
null,null,null,null,null,正解/着る,null,
null,null,null,清潔,p,正解/清潔,null,
null,null,null,null,null,清潔/着る,null,
null,null,null,null,null,清潔/いい,null,
その気持ちよく分かります。,気持ちよい/分かる,null,分かる,p,気持ちよい/分かる,null,
青い色の服が好きですけど？,青い/色/服/好き,null,色,p,青い/色,null,
null,null,null,null,null,色/服,null,
null,null,null,null,null,色/好き,null,
null,null,null,好き,p,服/好き,null,
null,null,null,null,null,色/好き,null,
ありがとう そうですね 今は孫のほうが心配です でも毎日毎日成長していくので それが楽しみです,ありがとう/そうですね/今/孫/心配/毎日/毎日/成長/する/それ/楽しみ,p,心配,n,孫/心配,0.3,
null,null,null,null,null,今/心配,0.1,
null,null,null,null,null,心配/毎日,0.3,
null,null,null,null,null,心配/毎日,0.1,
null,null,null,長,p,毎日/成長,0.3,
null,null,null,null,null,毎日/成長,0.1,
null,null,null,null,null,成長/する,0.3,
null,null,null,null,null,成長/それ,0.1,
null,null,null,楽しみ,p,それ/楽しみ,0.3,
null,null,null,null,null,する/楽しみ,0.1,
あまり苦手ではないですけど、蚊は苦手です、蚊とか蜂とか、刺すものは,苦手#ない/蚊/苦手/蚊/蜂/刺す,n,苦,n,苦手#ない/蚊,-0.3,
null,null,null,null,null,苦手#ない/苦手,-0.1,
null,null,null,苦,n,蚊/苦手,-0.3,
null,null,null,null,null,苦手#ない/苦手,-0.1,
null,null,null,null,null,苦手/蚊,-0.3,
null,null,null,null,null,苦手/蜂,-0.1,
２０年ぐらい前はよく好きで食べてました、でも最近は食べれないですけどね、昔はよく食べてましたけどね、大福とかね,２/０/前/好き/食べる/最近/食べる/れる#ない/昔/食べる/大福,null,好き,p,前/好き,null,
null,null,null,null,null,０/好き,null,
null,null,null,null,null,好き/食べる,null,
null,null,null,null,null,好き/最近,null,
ほんとそうですね。いつもいつも気の合った人とお話ししたいですね。いつまでも長い友達でいたいなと思いますよ。,ほんと/そうですね/気/合う/人/お話し/する/いつ/長い/友達/いる/思う,null,ほんと,p,ほんと/そうですね,null,
null,null,null,null,null,ほんと/気,null,
null,null,null,合う,p,気/合う,null,
null,null,null,null,null,そうですね/合う,null,
null,null,null,null,null,合う/人,null,
null,null,null,null,null,合う/お話し,null,
null,null,null,長,p,いつ/長い,null,
null,null,null,null,null,する/長い,null,
null,null,null,null,null,長い/友達,null,
null,null,null,null,null,長い/いる,null,
見るほうが好きですね あんまりスポーツしないんです,見る/好き/スポーツ/する#ない,null,好き,p,見る/好き,null,
null,null,null,null,null,好き/スポーツ,null,
null,null,null,null,null,好き/する#ない,null,
ますはねいろんな意味があるねー,ます/はねる/意味/ある,null,味,p,はねる/意味,null,
null,null,null,null,null,ます/意味,null,
null,null,null,null,null,意味/ある,null,
あごだしを使ってまーす．あごだし美味しいですよー．鹿児島の．,だし/使う/ー/する/あご/美味しい/鹿児島,null,味,p,あご/美味しい,null,
null,null,null,null,null,する/美味しい,null,
null,null,null,null,null,美味しい/鹿児島,null,
null,null,null,美味しい,p,あご/美味しい,null,
null,null,null,null,null,する/美味しい,null,
null,null,null,null,null,美味しい/鹿児島,null,
立川も行きます 八王子も行きます でも立川の方が多いんですよ,立川/行く/八王子/行く/立川/多い,null,多,p,立川/多い,null,
null,null,null,null,null,行く/多い,null,
痩せません太る一方です、困っています、何かいい方法があれば教えてほしいなぁ,痩せる#ん/太る/困る/何/いい/方法/ある/教える,n,困る,n,太る/困る,-0.3,
null,null,null,null,null,痩せる#ん/困る,-0.1,
null,null,null,null,null,困る/何,-0.3,
null,null,null,null,null,困る/いい,-0.1,
そうですね暑い夜は使って寝ます,暑い/夜/使う/寝る,null,暑い,p,暑い/夜,null,
null,null,null,null,null,暑い/使う,null,
菜の花の季節は終わりましたね。でも菜の花、お野菜美味しいですよね。,菜の花/季節/終わる/菜の花/野菜/美味しい,null,花,p,菜の花/季節,null,
null,null,null,null,null,菜の花/終わる,null,
null,null,null,花,p,終わる/菜の花,null,
null,null,null,null,null,季節/菜の花,null,
null,null,null,null,null,菜の花/野菜,null,
null,null,null,null,null,菜の花/美味しい,null,
null,null,null,味,p,野菜/美味しい,null,
null,null,null,null,null,菜の花/美味しい,null,
null,null,null,美味しい,p,野菜/美味しい,null,
null,null,null,null,null,菜の花/美味しい,null,
私は見るのが好きです,私/見る/好き,null,好き,p,見る/好き,null,
null,null,null,null,null,私/好き,null,
立ち話も楽しいでしょうね。,立ち話/楽しい,null,楽しい,p,立ち話/楽しい,null,
そうですね、流行ってたかな,そうですね/流行る,null,流行る,p,そうですね/流行る,null,
null,null,null,流行る,n,そうですね/流行る,null,
そうですか。糖尿にならないようにしないと。あの病気は痛くも痒くもないから怖いんですよ。,糖尿/なる#ない/する#ない/病気/痛い/痒い/ない/怖い,null,病気,n,する#ない/病気,null,
null,null,null,null,null,なる#ない/病気,null,
null,null,null,null,null,病気/痛い,null,
null,null,null,null,null,病気/痒い,null,
null,null,null,怖い,n,ない/怖い,null,
null,null,null,null,null,痒い/怖い,null,
少しお利口になったね．,利口/なる,p,利口,p,利口/なる,0.3,
美味しいねー．春先美味しいものねー．食べたいねー．,美味しい/春先/美味しい/食べる,p,味,p,美味しい/春先,0.3,
null,null,null,null,null,美味しい/美味しい,0.1,
null,null,null,美味しい,p,美味しい/春先,0.3,
null,null,null,null,null,美味しい/美味しい,0.1,
null,null,null,春,p,美味しい/春先,0.3,
null,null,null,null,null,春先/美味しい,0.3,
null,null,null,null,null,春先/食べる,0.1,
null,null,null,味,p,春先/美味しい,0.3,
null,null,null,null,null,美味しい/美味しい,0.1,
null,null,null,null,null,美味しい/食べる,0.3,
null,null,null,美味しい,p,春先/美味しい,0.3,
null,null,null,null,null,美味しい/美味しい,0.1,
null,null,null,null,null,美味しい/食べる,0.3,
人間ドックじゃないけど特定検診に毎年行っています．それと，肺がん・胃がんの検査です．,人間ドック#ない/特定/検診/毎年/行う/それ/肺がん/胃がん/検査,null,間,p,人間ドック#ない/特定,null,
null,null,null,null,null,人間ドック#ない/検診,null,
そうですか 美人ですよねきれいですね 本当に素敵ですよね 年取らないんですあの人は 不思議です そうですか 男の子なんだ,美人/きれい/素敵/年取る#ない/人/不思議/男の子,p,美人,p,美人/きれい,0.3,
null,null,null,null,null,美人/素敵,0.1,
null,null,null,素敵,p,きれい/素敵,0.3,
null,null,null,null,null,美人/素敵,0.1,
null,null,null,null,null,素敵/年取る#ない,0.3,
null,null,null,null,null,素敵/人,0.1,
null,null,null,敵,n,きれい/素敵,0.3,
null,null,null,null,null,美人/素敵,0.1,
null,null,null,null,null,素敵/年取る#ない,0.3,
null,null,null,null,null,素敵/人,0.1,
null,null,null,男,p,不思議/男の子,0.3,
null,null,null,null,null,人/男の子,0.1,
